name,path,flag,flag_pred,label,label_pred,score,score_pred,show
ID_1239,G:\Scrapes\experiment_light\ID_1239.jpg,0,0,2,0,0,0,True
ID_1014,G:\Scrapes\experiment_light\ID_1014.jpg,0,0,2,0,0,0,True
ID_1909,G:\Scrapes\experiment_light\ID_1909.jpg,0,0,1,0,0,0,True
ID_2159,G:\Scrapes\experiment_light\ID_2159.jpg,0,0,1,0,0,0,True
ID_2882,G:\Scrapes\experiment_light\ID_2882.jpg,0,0,1,0,0,0,True
ID_0825,G:\Scrapes\experiment_light\ID_0825.jpg,0,0,2,0,0,0,True
ID_0326,G:\Scrapes\experiment_light\ID_0326.jpg,0,0,1,0,0,0,True
ID_1496,G:\Scrapes\experiment_light\ID_1496.jpg,0,0,1,0,0,0,True
ID_0980,G:\Scrapes\experiment_light\ID_0980.jpg,0,0,2,0,0,0,True
ID_1472,G:\Scrapes\experiment_light\ID_1472.jpg,0,0,2,0,0,0,True
ID_2807,G:\Scrapes\experiment_light\ID_2807.jpg,0,0,1,0,0,0,True
ID_1691,G:\Scrapes\experiment_light\ID_1691.jpg,0,0,1,0,0,0,True
ID_0711,G:\Scrapes\experiment_light\ID_0711.jpg,0,0,2,0,0,0,True
ID_3250,G:\Scrapes\experiment_light\ID_3250.jpg,0,0,2,0,0,0,True
ID_1887,G:\Scrapes\experiment_light\ID_1887.jpg,0,0,2,0,0,0,True
ID_2834,G:\Scrapes\experiment_light\ID_2834.jpg,0,0,1,0,0,0,True
ID_0061,G:\Scrapes\experiment_light\ID_0061.jpg,0,0,2,0,0,0,True
ID_2089,G:\Scrapes\experiment_light\ID_2089.jpg,0,0,1,0,0,0,True
ID_2674,G:\Scrapes\experiment_light\ID_2674.jpg,0,0,1,0,0,0,True
ID_2233,G:\Scrapes\experiment_light\ID_2233.jpg,0,0,1,0,0,0,True
ID_2782,G:\Scrapes\experiment_light\ID_2782.jpg,0,0,1,0,0,0,True
ID_2472,G:\Scrapes\experiment_light\ID_2472.jpg,0,0,1,0,0,0,True
ID_1665,G:\Scrapes\experiment_light\ID_1665.jpg,0,0,1,0,0,0,True
ID_0656,G:\Scrapes\experiment_light\ID_0656.jpg,0,0,2,0,0,0,True
ID_0956,G:\Scrapes\experiment_light\ID_0956.jpg,0,0,2,0,0,0,True
ID_0308,G:\Scrapes\experiment_light\ID_0308.jpg,0,0,2,0,0,0,True
ID_0071,G:\Scrapes\experiment_light\ID_0071.jpg,0,0,1,0,0,0,True
ID_1407,G:\Scrapes\experiment_light\ID_1407.jpg,0,0,1,0,0,0,True
ID_2471,G:\Scrapes\experiment_light\ID_2471.jpg,0,0,1,0,0,0,True
ID_1043,G:\Scrapes\experiment_light\ID_1043.jpg,0,0,2,0,0,0,True
ID_1203,G:\Scrapes\experiment_light\ID_1203.jpg,0,0,1,0,0,0,True
ID_2278,G:\Scrapes\experiment_light\ID_2278.jpg,0,0,1,0,0,0,True
ID_1166,G:\Scrapes\experiment_light\ID_1166.jpg,0,0,2,0,0,0,True
ID_3089,G:\Scrapes\experiment_light\ID_3089.jpg,0,0,1,0,0,0,True
ID_1939,G:\Scrapes\experiment_light\ID_1939.jpg,0,0,1,0,0,0,True
ID_1316,G:\Scrapes\experiment_light\ID_1316.jpg,0,0,1,0,0,0,True
ID_1644,G:\Scrapes\experiment_light\ID_1644.jpg,0,0,1,0,0,0,True
ID_2093,G:\Scrapes\experiment_light\ID_2093.jpg,0,0,1,0,0,0,True
ID_0372,G:\Scrapes\experiment_light\ID_0372.jpg,0,0,2,0,0,0,True
ID_1168,G:\Scrapes\experiment_light\ID_1168.jpg,0,0,2,0,0,0,True
ID_2286,G:\Scrapes\experiment_light\ID_2286.jpg,0,0,1,0,0,0,True
ID_1768,G:\Scrapes\experiment_light\ID_1768.jpg,0,0,1,0,0,0,True
ID_0678,G:\Scrapes\experiment_light\ID_0678.jpg,0,0,1,0,0,0,True
ID_2675,G:\Scrapes\experiment_light\ID_2675.jpg,0,0,1,0,0,0,True
ID_2378,G:\Scrapes\experiment_light\ID_2378.jpg,0,0,1,0,0,0,True
ID_1631,G:\Scrapes\experiment_light\ID_1631.jpg,0,0,2,0,0,0,True
ID_1355,G:\Scrapes\experiment_light\ID_1355.jpg,0,0,2,0,0,0,True
ID_1427,G:\Scrapes\experiment_light\ID_1427.jpg,0,0,2,0,0,0,True
ID_1698,G:\Scrapes\experiment_light\ID_1698.jpg,0,0,1,0,0,0,True
ID_2499,G:\Scrapes\experiment_light\ID_2499.jpg,0,0,2,0,0,0,True
ID_2831,G:\Scrapes\experiment_light\ID_2831.jpg,0,0,1,0,0,0,True
ID_2691,G:\Scrapes\experiment_light\ID_2691.jpg,0,0,1,0,0,0,True
ID_0141,G:\Scrapes\experiment_light\ID_0141.jpg,0,0,1,0,0,0,True
ID_0275,G:\Scrapes\experiment_light\ID_0275.jpg,0,0,2,0,0,0,True
ID_3094,G:\Scrapes\experiment_light\ID_3094.jpg,0,0,1,0,0,0,True
ID_2956,G:\Scrapes\experiment_light\ID_2956.jpg,0,0,1,0,0,0,True
ID_1135,G:\Scrapes\experiment_light\ID_1135.jpg,0,0,2,0,0,0,True
ID_2041,G:\Scrapes\experiment_light\ID_2041.jpg,0,0,1,0,0,0,True
ID_3252,G:\Scrapes\experiment_light\ID_3252.jpg,0,0,2,0,0,0,True
ID_4801,G:\Scrapes\experiment_light\ID_4801.jpg,0,0,1,0,0,0,True
ID_4007,G:\Scrapes\experiment_light\ID_4007.jpg,0,0,1,0,0,0,True
ID_4558,G:\Scrapes\experiment_light\ID_4558.jpg,0,0,1,0,0,0,True
ID_6057,G:\Scrapes\experiment_light\ID_6057.jpg,0,0,1,0,0,0,True
ID_6633,G:\Scrapes\experiment_light\ID_6633.jpg,0,0,1,0,0,0,True
ID_4302,G:\Scrapes\experiment_light\ID_4302.jpg,0,0,1,0,0,0,True
ID_7059,G:\Scrapes\experiment_light\ID_7059.jpg,0,0,1,0,0,0,True
ID_5534,G:\Scrapes\experiment_light\ID_5534.jpg,0,0,2,0,0,0,True
ID_5781,G:\Scrapes\experiment_light\ID_5781.jpg,0,0,2,0,0,0,True
ID_4589,G:\Scrapes\experiment_light\ID_4589.jpg,0,0,1,0,0,0,True
ID_7601,G:\Scrapes\experiment_light\ID_7601.jpg,0,0,2,0,0,0,True
ID_3741,G:\Scrapes\experiment_light\ID_3741.jpg,0,0,2,0,0,0,True
ID_4878,G:\Scrapes\experiment_light\ID_4878.jpg,0,0,1,0,0,0,True
ID_3772,G:\Scrapes\experiment_light\ID_3772.jpg,0,0,1,0,0,0,True
ID_4033,G:\Scrapes\experiment_light\ID_4033.jpg,0,0,1,0,0,0,True
ID_8293,G:\Scrapes\experiment_light\ID_8293.jpg,0,0,1,0,0,0,True
ID_8273,G:\Scrapes\experiment_light\ID_8273.jpg,0,0,1,0,0,0,True
ID_3885,G:\Scrapes\experiment_light\ID_3885.jpg,0,0,1,0,0,0,True
ID_7107,G:\Scrapes\experiment_light\ID_7107.jpg,0,0,2,0,0,0,True
ID_4899,G:\Scrapes\experiment_light\ID_4899.jpg,0,0,1,0,0,0,True
ID_5615,G:\Scrapes\experiment_light\ID_5615.jpg,0,0,1,0,0,0,True
ID_4476,G:\Scrapes\experiment_light\ID_4476.jpg,0,0,2,0,0,0,True
ID_6530,G:\Scrapes\experiment_light\ID_6530.jpg,0,0,2,0,0,0,True
ID_3657,G:\Scrapes\experiment_light\ID_3657.jpg,0,0,2,0,0,0,True
ID_7348,G:\Scrapes\experiment_light\ID_7348.jpg,0,0,1,0,0,0,True
ID_5261,G:\Scrapes\experiment_light\ID_5261.jpg,0,0,1,0,0,0,True
ID_4741,G:\Scrapes\experiment_light\ID_4741.jpg,0,0,2,0,0,0,True
ID_3708,G:\Scrapes\experiment_light\ID_3708.jpg,0,0,2,0,0,0,True
ID_5140,G:\Scrapes\experiment_light\ID_5140.jpg,0,0,1,0,0,0,True
ID_4529,G:\Scrapes\experiment_light\ID_4529.jpg,0,0,1,0,0,0,True
ID_4168,G:\Scrapes\experiment_light\ID_4168.jpg,0,0,2,0,0,0,True
ID_7356,G:\Scrapes\experiment_light\ID_7356.jpg,0,0,1,0,0,0,True
ID_5151,G:\Scrapes\experiment_light\ID_5151.jpg,0,0,1,0,0,0,True
ID_8173,G:\Scrapes\experiment_light\ID_8173.jpg,0,0,1,0,0,0,True
ID_6868,G:\Scrapes\experiment_light\ID_6868.jpg,0,0,1,0,0,0,True
ID_6472,G:\Scrapes\experiment_light\ID_6472.jpg,0,0,2,0,0,0,True
ID_7210,G:\Scrapes\experiment_light\ID_7210.jpg,0,0,1,0,0,0,True
ID_7612,G:\Scrapes\experiment_light\ID_7612.jpg,0,0,1,0,0,0,True
ID_8023,G:\Scrapes\experiment_light\ID_8023.jpg,0,0,2,0,0,0,True
ID_7734,G:\Scrapes\experiment_light\ID_7734.jpg,0,0,1,0,0,0,True
ID_7547,G:\Scrapes\experiment_light\ID_7547.jpg,0,0,1,0,0,0,True
ID_4513,G:\Scrapes\experiment_light\ID_4513.jpg,0,0,1,0,0,0,True
ID_3809,G:\Scrapes\experiment_light\ID_3809.jpg,0,0,1,0,0,0,True
ID_3926,G:\Scrapes\experiment_light\ID_3926.jpg,0,0,1,0,0,0,True
ID_4231,G:\Scrapes\experiment_light\ID_4231.jpg,0,0,1,0,0,0,True
ID_4738,G:\Scrapes\experiment_light\ID_4738.jpg,0,0,2,0,0,0,True
ID_4163,G:\Scrapes\experiment_light\ID_4163.jpg,0,0,1,0,0,0,True
ID_5458,G:\Scrapes\experiment_light\ID_5458.jpg,0,0,2,0,0,0,True
ID_4088,G:\Scrapes\experiment_light\ID_4088.jpg,0,0,2,0,0,0,True
ID_8312,G:\Scrapes\experiment_light\ID_8312.jpg,0,0,1,0,0,0,True
ID_8359,G:\Scrapes\experiment_light\ID_8359.jpg,0,0,2,0,0,0,True
ID_8129,G:\Scrapes\experiment_light\ID_8129.jpg,0,0,1,0,0,0,True
ID_5639,G:\Scrapes\experiment_light\ID_5639.jpg,0,0,2,0,0,0,True
ID_5114,G:\Scrapes\experiment_light\ID_5114.jpg,0,0,2,0,0,0,True
ID_4591,G:\Scrapes\experiment_light\ID_4591.jpg,0,0,2,0,0,0,True
ID_4468,G:\Scrapes\experiment_light\ID_4468.jpg,0,0,1,0,0,0,True
ID_5596,G:\Scrapes\experiment_light\ID_5596.jpg,0,0,1,0,0,0,True
ID_4588,G:\Scrapes\experiment_light\ID_4588.jpg,0,0,1,0,0,0,True
ID_5696,G:\Scrapes\experiment_light\ID_5696.jpg,0,0,2,0,0,0,True
ID_4449,G:\Scrapes\experiment_light\ID_4449.jpg,0,0,1,0,0,0,True
ID_5923,G:\Scrapes\experiment_light\ID_5923.jpg,0,0,1,0,0,0,True
ID_6325,G:\Scrapes\experiment_light\ID_6325.jpg,0,0,1,0,0,0,True
ID_6791,G:\Scrapes\experiment_light\ID_6791.jpg,0,0,1,0,0,0,True
ID_5595,G:\Scrapes\experiment_light\ID_5595.jpg,0,0,2,0,0,0,True
ID_8213,G:\Scrapes\experiment_light\ID_8213.jpg,0,0,1,0,0,0,True
ID_6471,G:\Scrapes\experiment_light\ID_6471.jpg,0,0,2,0,0,0,True
ID_4175,G:\Scrapes\experiment_light\ID_4175.jpg,0,0,1,0,0,0,True
ID_5516,G:\Scrapes\experiment_light\ID_5516.jpg,0,0,1,0,0,0,True
ID_6293,G:\Scrapes\experiment_light\ID_6293.jpg,0,0,1,0,0,0,True
ID_7906,G:\Scrapes\experiment_light\ID_7906.jpg,0,0,1,0,0,0,True
ID_4538,G:\Scrapes\experiment_light\ID_4538.jpg,0,0,1,0,0,0,True
ID_6910,G:\Scrapes\experiment_light\ID_6910.jpg,0,0,1,0,0,0,True
ID_4731,G:\Scrapes\experiment_light\ID_4731.jpg,0,0,1,0,0,0,True
ID_6481,G:\Scrapes\experiment_light\ID_6481.jpg,0,0,1,0,0,0,True
ID_3940,G:\Scrapes\experiment_light\ID_3940.jpg,0,0,1,0,0,0,True
ID_5959,G:\Scrapes\experiment_light\ID_5959.jpg,0,0,1,0,0,0,True
ID_4874,G:\Scrapes\experiment_light\ID_4874.jpg,0,0,2,0,0,0,True
ID_5536,G:\Scrapes\experiment_light\ID_5536.jpg,0,0,1,0,0,0,True
ID_6903,G:\Scrapes\experiment_light\ID_6903.jpg,0,0,2,0,0,0,True
ID_5377,G:\Scrapes\experiment_light\ID_5377.jpg,0,0,1,0,0,0,True
ID_5322,G:\Scrapes\experiment_light\ID_5322.jpg,0,0,2,0,0,0,True
ID_7478,G:\Scrapes\experiment_light\ID_7478.jpg,0,0,2,0,0,0,True
ID_3613,G:\Scrapes\experiment_light\ID_3613.jpg,0,0,1,0,0,0,True
ID_8369,G:\Scrapes\experiment_light\ID_8369.jpg,0,0,1,0,0,0,True
ID_5747,G:\Scrapes\experiment_light\ID_5747.jpg,0,0,1,0,0,0,True
ID_6743,G:\Scrapes\experiment_light\ID_6743.jpg,0,0,1,0,0,0,True
ID_6992,G:\Scrapes\experiment_light\ID_6992.jpg,0,0,2,0,0,0,True
ID_7628,G:\Scrapes\experiment_light\ID_7628.jpg,0,0,2,0,0,0,True
ID_8193,G:\Scrapes\experiment_light\ID_8193.jpg,0,0,2,0,0,0,True
ID_8391,G:\Scrapes\experiment_light\ID_8391.jpg,0,0,1,0,0,0,True
ID_4181,G:\Scrapes\experiment_light\ID_4181.jpg,0,0,1,0,0,0,True
ID_4579,G:\Scrapes\experiment_light\ID_4579.jpg,0,0,1,0,0,0,True
ID_6260,G:\Scrapes\experiment_light\ID_6260.jpg,0,0,1,0,0,0,True
ID_5399,G:\Scrapes\experiment_light\ID_5399.jpg,0,0,1,0,0,0,True
ID_4762,G:\Scrapes\experiment_light\ID_4762.jpg,0,0,2,0,0,0,True
ID_5791,G:\Scrapes\experiment_light\ID_5791.jpg,0,0,1,0,0,0,True
ID_6017,G:\Scrapes\experiment_light\ID_6017.jpg,0,0,1,0,0,0,True
ID_6825,G:\Scrapes\experiment_light\ID_6825.jpg,0,0,1,0,0,0,True
ID_4978,G:\Scrapes\experiment_light\ID_4978.jpg,0,0,1,0,0,0,True
ID_5777,G:\Scrapes\experiment_light\ID_5777.jpg,0,0,1,0,0,0,True
ID_6666,G:\Scrapes\experiment_light\ID_6666.jpg,0,0,1,0,0,0,True
ID_5931,G:\Scrapes\experiment_light\ID_5931.jpg,0,0,1,0,0,0,True
ID_8303,G:\Scrapes\experiment_light\ID_8303.jpg,0,0,1,0,0,0,True
ID_5643,G:\Scrapes\experiment_light\ID_5643.jpg,0,0,1,0,0,0,True
ID_6487,G:\Scrapes\experiment_light\ID_6487.jpg,0,0,1,0,0,0,True
ID_5429,G:\Scrapes\experiment_light\ID_5429.jpg,0,0,1,0,0,0,True
ID_4226,G:\Scrapes\experiment_light\ID_4226.jpg,0,0,1,0,0,0,True
ID_4342,G:\Scrapes\experiment_light\ID_4342.jpg,0,0,1,0,0,0,True
ID_1299,G:\Scrapes\experiment_light\ID_1299.jpg,0,0,1,0,0,0,True
ID_4661,G:\Scrapes\experiment_light\ID_4661.jpg,0,0,2,0,0,0,True
ID_6525,G:\Scrapes\experiment_light\ID_6525.jpg,0,0,2,0,0,0,True
ID_7726,G:\Scrapes\experiment_light\ID_7726.jpg,0,0,1,0,0,0,True
ID_6154,G:\Scrapes\experiment_light\ID_6154.jpg,0,0,2,0,0,0,True
ID_7867,G:\Scrapes\experiment_light\ID_7867.jpg,0,0,1,0,0,0,True
ID_1165,G:\Scrapes\experiment_light\ID_1165.jpg,0,0,2,0,0,0,True
ID_0386,G:\Scrapes\experiment_light\ID_0386.jpg,0,0,1,0,0,0,True
ID_2728,G:\Scrapes\experiment_light\ID_2728.jpg,0,0,1,0,0,0,True
ID_0822,G:\Scrapes\experiment_light\ID_0822.jpg,0,0,2,0,0,0,True
ID_7689,G:\Scrapes\experiment_light\ID_7689.jpg,0,0,2,0,0,0,True
ID_6599,G:\Scrapes\experiment_light\ID_6599.jpg,0,0,1,0,0,0,True
ID_0033,G:\Scrapes\experiment_light\ID_0033.jpg,0,0,2,0,0,0,True
ID_2454,G:\Scrapes\experiment_light\ID_2454.jpg,0,0,1,0,0,0,True
ID_1794,G:\Scrapes\experiment_light\ID_1794.jpg,0,0,2,0,0,0,True
ID_2768,G:\Scrapes\experiment_light\ID_2768.jpg,0,0,1,0,0,0,True
ID_7308,G:\Scrapes\experiment_light\ID_7308.jpg,0,0,2,0,0,0,True
ID_8249,G:\Scrapes\experiment_light\ID_8249.jpg,0,0,1,0,0,0,True
ID_7364,G:\Scrapes\experiment_light\ID_7364.jpg,0,0,1,0,0,0,True
ID_7851,G:\Scrapes\experiment_light\ID_7851.jpg,0,0,2,0,0,0,True
ID_5349,G:\Scrapes\experiment_light\ID_5349.jpg,0,0,2,0,0,0,True
ID_2018,G:\Scrapes\experiment_light\ID_2018.jpg,0,0,1,0,0,0,True
ID_7818,G:\Scrapes\experiment_light\ID_7818.jpg,0,0,2,0,0,0,True
ID_6780,G:\Scrapes\experiment_light\ID_6780.jpg,0,0,2,0,0,0,True
ID_4967,G:\Scrapes\experiment_light\ID_4967.jpg,0,0,2,0,0,0,True
ID_5148,G:\Scrapes\experiment_light\ID_5148.jpg,0,0,1,0,0,0,True
ID_7060,G:\Scrapes\experiment_light\ID_7060.jpg,0,0,1,0,0,0,True
ID_6147,G:\Scrapes\experiment_light\ID_6147.jpg,0,0,1,0,0,0,True
ID_3719,G:\Scrapes\experiment_light\ID_3719.jpg,0,0,1,0,0,0,True
ID_8245,G:\Scrapes\experiment_light\ID_8245.jpg,0,0,1,0,0,0,True
ID_3871,G:\Scrapes\experiment_light\ID_3871.jpg,0,0,1,0,0,0,True
ID_6253,G:\Scrapes\experiment_light\ID_6253.jpg,0,0,1,0,0,0,True
ID_8424,G:\Scrapes\experiment_light\ID_8424.jpg,0,0,2,0,0,0,True
ID_7205,G:\Scrapes\experiment_light\ID_7205.jpg,0,0,1,0,0,0,True
ID_0690,G:\Scrapes\experiment_light\ID_0690.jpg,0,0,2,0,0,0,True
ID_8244,G:\Scrapes\experiment_light\ID_8244.jpg,0,0,2,0,0,0,True
ID_0081,G:\Scrapes\experiment_light\ID_0081.jpg,0,0,2,0,0,0,True
ID_2719,G:\Scrapes\experiment_light\ID_2719.jpg,0,0,1,0,0,0,True
ID_3711,G:\Scrapes\experiment_light\ID_3711.jpg,0,0,1,0,0,0,True
ID_1284,G:\Scrapes\experiment_light\ID_1284.jpg,0,0,2,0,0,0,True
ID_4786,G:\Scrapes\experiment_light\ID_4786.jpg,0,0,1,0,0,0,True
ID_1577,G:\Scrapes\experiment_light\ID_1577.jpg,0,0,2,0,0,0,True
ID_6601,G:\Scrapes\experiment_light\ID_6601.jpg,0,0,1,0,0,0,True
ID_6682,G:\Scrapes\experiment_light\ID_6682.jpg,0,0,1,0,0,0,True
ID_0531,G:\Scrapes\experiment_light\ID_0531.jpg,0,0,2,0,0,0,True
ID_5441,G:\Scrapes\experiment_light\ID_5441.jpg,0,0,1,0,0,0,True
ID_7060,G:\Scrapes\experiment_light\ID_7060.jpg,0,0,1,0,0,0,True
ID_7347,G:\Scrapes\experiment_light\ID_7347.jpg,0,0,1,0,0,0,True
ID_6217,G:\Scrapes\experiment_light\ID_6217.jpg,0,0,1,0,0,0,True
ID_8287,G:\Scrapes\experiment_light\ID_8287.jpg,0,0,1,0,0,0,True
ID_2221,G:\Scrapes\experiment_light\ID_2221.jpg,0,0,2,0,0,0,True
ID_3020,G:\Scrapes\experiment_light\ID_3020.jpg,0,0,1,0,0,0,True
ID_4258,G:\Scrapes\experiment_light\ID_4258.jpg,0,0,1,0,0,0,True
ID_6945,G:\Scrapes\experiment_light\ID_6945.jpg,0,0,1,0,0,0,True
ID_4021,G:\Scrapes\experiment_light\ID_4021.jpg,0,0,1,0,0,0,True
ID_5037,G:\Scrapes\experiment_light\ID_5037.jpg,0,0,1,0,0,0,True
ID_6876,G:\Scrapes\experiment_light\ID_6876.jpg,0,0,1,0,0,0,True
ID_6227,G:\Scrapes\experiment_light\ID_6227.jpg,0,0,1,0,0,0,True
ID_6497,G:\Scrapes\experiment_light\ID_6497.jpg,0,0,1,0,0,0,True
ID_7095,G:\Scrapes\experiment_light\ID_7095.jpg,0,0,2,0,0,0,True
ID_4677,G:\Scrapes\experiment_light\ID_4677.jpg,0,0,2,0,0,0,True
ID_6297,G:\Scrapes\experiment_light\ID_6297.jpg,0,0,1,0,0,0,True
ID_8206,G:\Scrapes\experiment_light\ID_8206.jpg,0,0,1,0,0,0,True
ID_2581,G:\Scrapes\experiment_light\ID_2581.jpg,0,0,1,0,0,0,True
ID_0704,G:\Scrapes\experiment_light\ID_0704.jpg,0,0,2,0,0,0,True
ID_7827,G:\Scrapes\experiment_light\ID_7827.jpg,0,0,1,0,0,0,True
ID_7995,G:\Scrapes\experiment_light\ID_7995.jpg,0,0,2,0,0,0,True
ID_8394,G:\Scrapes\experiment_light\ID_8394.jpg,0,0,2,0,0,0,True
ID_6966,G:\Scrapes\experiment_light\ID_6966.jpg,0,0,2,0,0,0,True
ID_7750,G:\Scrapes\experiment_light\ID_7750.jpg,0,0,1,0,0,0,True
ID_6652,G:\Scrapes\experiment_light\ID_6652.jpg,0,0,1,0,0,0,True
ID_8171,G:\Scrapes\experiment_light\ID_8171.jpg,0,0,1,0,0,0,True
